reviewText,subjectivity,enhanced_subjectivity
My 4-year-old birthday boy was thrilled!,1.0,1.0
It's also priced right for a great birthday gift!,1.0,1.0
"Granted, we had to refill it several times.",0.0,0.0
I will never use anything else for my baking.,0.0,0.0
"Its a small price to pay considering, it may  potentially rescue your entire data from a completely erasing your data after sending it for repairs.",1.0,1.0
"there is only $60-$80 difference from an i3 to i5, it is your own preference, i hope this is helpful.",1.0,0.0
"However, after less than 1 year (purchased in 11/2013) the drive has malfunctioned - Windows cannot recognize the USB.",0.0,0.0
The roughness of the perforations which appear in other reviews seems to have been corrected.,0.0,0.0
The distinctive design sets it apart from the usual black you see.,0.0,0.0
"My kitchen has no cabinets to speak of, so we gave this a try and we are so pleased with how it works and looks.",1.0,1.0
very good wiring,1.0,1.0
"Work great, excellent",1.0,1.0
The wires cam pre-stripped and was very easy to use.,1.0,1.0
I don't know if it's unique to the Raspberry Pi Wheezy distro or what but the dual purpose USB dongle provides sketchy performance for both mouse and keyboard.,1.0,1.0
I could see the dust bunnies in the vacuum cup when I was done.,0.0,0.0
It's nice to have the seventh plug available at the end.,1.0,1.0
"Bonus points for styling because the Grosche beaker doesn't have all the warnings about how you shouldn't pour hot coffee in your lap, not for stovetop use and don't let children play with it.",1.0,1.0
worked great on glass containers,1.0,1.0
"They stretch my gravel cleaning days, my tank is crystal clear, this will be my staple filter cartridge for a long time!!",0.0,0.0
And when it arrived I was not disappointed.,1.0,1.0
why Rowenta has not changed to clear i cant fathom.,0.0,0.0
The twin size is perfect for using on the couch.,1.0,1.0
He thought it was pretty cool.,1.0,1.0
Works great on all bottles.,1.0,1.0
I was thoroughly impressed with the volume of steam produced by such a small instrument.,1.0,1.0
The screen went onto the device perfectly aligned and dust and bubble free the first time.,1.0,1.0
"Utility:

There are 3 cords included.",0.0,0.0
Pictures are great this has become my favorite lens.,1.0,1.0
"For a Nippon Kodo, the price is quite good for 300 sticks, too.",1.0,1.0
Water was yellow and smelled bad before using this filter.,0.0,0.0
"It gives better results than cooking them in a skillet, sitting in their own greases.",1.0,1.0
Awesome purchase!,1.0,1.0
Great little product.,1.0,1.0
That was the only good thing.,1.0,1.0
"I DID have to shorten the ""handle"" a bit, but it was super easy to trim with scissors.",1.0,1.0
I was trying it out for a couple of days after the bottle arrived on time to me.,0.0,0.0
"Has been working great and seems to stand up to lots of travel, easy access to all the various ports on the tablet.",1.0,1.0
We clean it out regularly and periodically run white vinegar then water thru it to dissolve any mineral deposits.,0.0,0.0
Not as bright as I had hoped.,1.0,1.0
"Crust is wonderful, crumb outstanding.",1.0,1.0
"I really enjoyed the color and how lightweight this computer is but honestly, that is all.",1.0,1.0
For my son's birthday I got the Canon EOS Rebel T2i and I haven't been disappointed with either of my purchases to date.,1.0,1.0
Good size too.,1.0,1.0
It is made out of titanium.,0.0,0.0
"However, the adapter itself it still functional since the tab was only to hold the adapter in place while in use.",1.0,1.0
Does not melt under very hot metal.,1.0,1.0
"I don't feel like I was getting exceptional value for the price, but it seems to be about what I paid for.",1.0,1.0
Red dot was very bright and easily adjustable.,1.0,1.0
Good pant,1.0,1.0
Nice unit.,1.0,1.0
"The rod is solid, most of my other rods are one piece, but this is easier to transport when I'm traveling.",0.0,0.0
Scarves/shawls would work well.,0.0,0.0
Tervis is the very best!,0.0,0.0
It seems to lose the aroma after 3-4 days though.,0.0,0.0
The color is totally not wine!,1.0,1.0
Really great alternative to pricey shades!,1.0,1.0
It is a really high quality toy and quite heavy when all put back in it's container.,0.0,0.0
But here is what I hope will happen.,0.0,0.0
Wireless reception is MUCH better now - great upgrade!,1.0,1.0
I like the mask fix well and will go well with my SITH LORD Halloween outfit.,0.0,0.0
Works perfect,1.0,1.0
"It shows a kitten coming out of the box which gives you the idea it's smaller, but it's huge.",1.0,1.0
The quality of this is SO cheap!,1.0,1.0
"That said, the bag at least looks as it was advertised but honestly I'd rather pay a little bit more ($100 is still quite a lot for a bag I'm not happy with) and get a better quality bag.",1.0,1.0
They recommend you leave it off while it's charging to protect the battery life.,0.0,0.0
"For the money, I think this Breville is a good intro into juicing.",1.0,1.0
I would say the batteries last at least two years!!,0.0,0.0
Lots of configuration settings.,0.0,0.0
As an avid baker I love how light and convenient this is to carry an average size cake.,1.0,1.0
"While it held their interest for a few minutes, and naturally the shape is always fascinating, I must have misunderstood the product description, as solid catnip, compressed products last a long time, and provide hours of fun for my beloved kritizens....",0.0,0.0
It is in pieces as it will be used.,0.0,0.0
I tested the cadence sensor multiple ways and orientations.,0.0,0.0
I don't know why this works but it does....my two cats hate visits to the vet and hate being in the carry cage....but i sprayed this on the blanket and inside the carry cage and they were completely calm.,1.0,1.0
No complaints.,0.0,0.0
I recharged it after 5 hours of use.,0.0,0.0
It is working great.,1.0,1.0
Ok I hate foundation!!!!,1.0,1.0
The only problem the bracelets were falling off.,1.0,1.0
works great.,1.0,1.0
I ended up buying different rails just to be able to use the shelf.,1.0,1.0
I bought a warehouse deal chair and it came without assembly instructions.,0.0,0.0
Even my husband has had the same experience.,0.0,0.0
Bought this for my new AR it attaches very easily comes with the adapter for the rail folds out really easily and Holds Steady I can't be more happy with it especially for the price,1.0,1.0
"At first, I was impressed by what I saw - the grout looked cleaner than undone sections.",1.0,1.0
Excellence shampoo.,0.0,0.0
Worth every  penny .,0.0,0.0
Ice Cream Sandwich (Android 4.0) is excellent.,1.0,1.0
My vet commented on how smooth my 14 year old cat's coat was.,0.0,0.0
Going to be ordering more soon :),1.0,1.0
Maybe they forgot to put it in there.,0.0,0.0
One of the first things you should know before proceeding with the purchase of this product is that is requires absolutely no installation or assembly.,1.0,1.0
"It's sometimes hard to get her in and out of it, but still a great product.",1.0,1.0
I have several puppia harnesses and especially like this one.. the polka dots make it super cute!,1.0,1.0
then it would be marshmallow soft and a cloud.,0.0,0.0
These headphones will not maintain a clear Bluetooth audio connection (lots of static/disconnecting) once you start running.,0.0,0.0
Thank you.,0.0,0.0
"Tell you what, the next tower I buy will have to be BT compatible WITHOUT all this fooling around.",0.0,0.0
This is the perfect addition to The Avengers game set.,1.0,1.0
Even though the description states it works with both regular and flat screens I just couldn't get it to stay on my screen to well.,0.0,0.0
"It feels good in my hand, The sheath looks good but does not feel up to field use.",1.0,1.0
Great item for tidying the stairway - and it can be whisked out of sight quickly!,1.0,1.0
My brand new couch was DESTROYED by my 2 cats and we had a huge cat tree and other scratchers but they only wanted my beautiful new couch.,1.0,1.0
"Also it doesn't stay full extended, it collapsed here a few times, but you get what you pay for.",0.0,0.0
It looks good and fits standard couches well- although it would probably fit an overstuffed couch better.,0.0,0.0
He was limping heavily on his left front leg for a year until we administered this to him.,0.0,0.0
"The cloner worked great, I was able to easily record files to the included USB drive.",1.0,1.0
It really improves my ability to observe the way the spin changes off the rails and down the table.,0.0,0.0
I had to take it somewhere and get it done when the tools snapped that I ordered to do the job.,0.0,0.0
Works great!,1.0,1.0
It was smaller than the Coleman products that I have purchased in the past.,0.0,0.0
i prefer the stainless steel version of the lid as it is more durable.,0.0,0.0
Even pork chops (which are usually tough and over cooked) turn out perfectly with no effort.,1.0,1.0
"It worked eventually, for viewing on a computer.",0.0,0.0
WORKED out well,0.0,0.0
These things are great!,1.0,1.0
Good quality.,1.0,1.0
"Then poured them into the mold, put the stick in, put a little more chocolate over the end of the stick to make sure it was good and ""in"" the chocolate button.",1.0,1.0
Sweet bliss!,1.0,1.0
Awesome weapon light.,1.0,1.0
"After first use there was a slimy melty sheen and something was peeling off, not sure if it was mac residue or something chemical.",1.0,1.0
The eggs also peeled like a dream!,0.0,0.0
Thanks you,0.0,0.0
great size- I use it for my salads,1.0,1.0
"It does an easy and nice job on those, too.",1.0,1.0
"We tried brush after brush, but avoided the Furminator due to its cost.",0.0,0.0
Outstanding product .,1.0,1.0
So far so good!,1.0,1.0
Well made and fits perfectly on my 10b Maltese.,1.0,1.0
"It survived that mishap okay, so I am thoroughly impressed with it.",1.0,1.0
"Cute flashlight, great for little hands.",1.0,1.0
"Of note, on set-up, this Peplink bi-passed all set-up functions and already had some settings which were not factory.",0.0,0.0
They held up great after washing/drying.,1.0,1.0
I pressed the + and the volume got louder.,0.0,0.0
these are great and love them over the plastic ones,1.0,1.0
Works great even when traveling over seas.,1.0,1.0
Works as advertised.,0.0,0.0
Every one of the covers I've bought was somewhat rough and scratchy when I first started using it.,0.0,0.0
Came within promised delivery time.,0.0,0.0
Thought this brand would be the best,0.0,0.0
I remain a great Shun Elite fan....but this knife is better.,1.0,1.0
"I own a Mac, so I thought I was safe.",1.0,1.0
"We have not tried the suction cup to hang so I am unsure whether it works (i.e., doesn't fall off the second you suction it to the wall).",0.0,0.0
"Very nice, all around.",1.0,1.0
We just returned a Magnavox with WIFI Built in Model#: MBP5130/F7 because it was horrible with WIFI reception and took forever to spin up.,1.0,1.0
